,Price_Change,Avg_G_Price,A_G,A_L,StrikePrice,ContractAmount,Utility_G,Utility_L,ThreatPoint_G,ThreatPoint_L,Nash_Product,Gamma,Factor,Production_Change,Avg_Production,Load_Change,Avg_Load,CaptureRate_Change,Avg_G_Capture_Rate,Load_CaptureRate_Change,Avg_Load_Capture_Rate
56,,,0.1,0.1,50.52122756908282,29.999999935795348,95.27467837872223,-231.8785144533065,93.32715418383083,-233.83289495461042,3.806203312313361,0.999999997859845,Load Sensitivity (Expected),,,0.9,129.8109997711391,,,,
57,,,0.1,0.1,50.52294410648747,30.0,95.27791548439376,-244.8603496301709,93.32715418383083,-246.81801256702974,3.818933096770595,1.0,Load Sensitivity (Expected),,,0.95,137.01939818399487,,,,
58,,,0.1,0.1,50.52430469357419,30.0,95.2804813265819,-257.8434449708079,93.32715418383083,-259.8035740497056,3.8287733331065357,1.0,Load Sensitivity (Expected),,,1.0,144.22779659685062,,,,
59,,,0.1,0.1,50.52550866372722,30.0,95.28275181513942,-270.8267655885428,93.32715418383083,-272.7891474701544,3.8376293594024986,1.0,Load Sensitivity (Expected),,,1.05,151.43619500970638,,,,
60,,,0.1,0.1,50.52666249679863,30.0,95.28492775345427,-283.8101566631521,93.32715418383083,-285.77472203143594,3.84617415382365,1.0,Load Sensitivity (Expected),,,1.1,158.64459342256214,,,,
61,,,0.1,0.1,50.52772936010259,30.0,95.28693968117356,-296.7937145210899,93.32715418383083,-298.76031015506663,3.854105602605154,1.0,Load Sensitivity (Expected),,,1.15,165.8529918354179,,,,
62,,,0.1,0.1,50.528775751716616,30.0,95.28891300267192,-309.7773541796765,93.32715418383083,-311.7459299924741,3.8618709613129796,1.0,Load Sensitivity (Expected),,,1.2,173.06139024827368,,,,
63,,,0.1,0.1,50.53061161951749,30.0,95.29237514566982,-335.74507465553097,93.32715418383083,-337.7171696672889,3.8756024558447733,1.0,Load Sensitivity (Expected),,,1.3,187.47818707398517,,,,
64,,,0.1,0.1,50.53170593472537,30.0,95.29443884313906,-361.7142853602036,93.32715418383083,-363.68849657518257,3.8838354374624435,1.0,Load Sensitivity (Expected),,,1.4,201.89498389969674,,,,
65,,,0.1,0.1,50.52149402965841,29.99999993668233,95.27518087929185,-257.812603181336,93.32715418383083,-259.76761212095823,3.808409604249085,0.999999997889411,Load Sensitivity (Std),,,0.6,144.20386526095646,,,,
66,,,0.1,0.1,50.522257919580646,30.0,95.27662144939103,-257.81976448325446,93.32715418383083,-259.7762229050597,3.814051649738856,1.0,Load Sensitivity (Std),,,0.7,144.20984809493,,,,
67,,,0.1,0.1,50.523128391624205,30.0,95.27826301567866,-257.8271339873916,93.32715418383083,-259.7852398639052,3.82047766935877,1.0,Load Sensitivity (Std),,,0.8,144.21583092890353,,,,
68,,,0.1,0.1,50.52357530958556,30.0,95.27910582902821,-257.8308408486708,93.32715418383083,-259.78979255864,3.8237790131366043,1.0,Load Sensitivity (Std),,,0.85,144.21882234589032,,,,
69,,,0.1,0.1,50.524029423483896,30.0,95.27996221272457,-257.8347565793235,93.32715418383083,-259.7943647405487,3.82673855072631,1.0,Load Sensitivity (Std),,,0.9,144.22181376287708,,,,
70,,,0.1,0.1,50.52416690812563,30.0,95.28022148601727,-257.8391004904421,93.32715418383083,-259.79896882471076,3.8277547602507296,1.0,Load Sensitivity (Std),,,0.95,144.22480517986384,,,,
71,,,0.1,0.1,50.52430469357419,30.0,95.2804813265819,-257.8434449708079,93.32715418383083,-259.8035740497056,3.8287733331065357,1.0,Load Sensitivity (Std),,,1.0,144.22779659685062,,,,
72,,,0.1,0.1,50.52444564836607,30.0,95.28074714400377,-257.84779544884395,93.32715418383083,-259.808191269515,3.829815474415452,1.0,Load Sensitivity (Std),,,1.05,144.23078801383738,,,,
73,,,0.1,0.1,50.52468840889385,30.0,95.28120495020367,-257.85235782793825,93.32715418383083,-259.81318748246866,3.8315606891617566,1.0,Load Sensitivity (Std),,,1.1,144.23377943082417,,,,
74,,,0.1,0.1,50.52485089196799,30.0,95.28151136640486,-257.85716309506876,93.32715418383083,-259.8183185844116,3.8327983167416697,1.0,Load Sensitivity (Std),,,1.15,144.23677084781093,,,,
75,,,0.1,0.1,50.52484252489463,30.0,95.2814955874885,-257.8622627058785,93.32715418383083,-259.82344968635454,3.8328289162586877,1.0,Load Sensitivity (Std),,,1.2,144.2397622647977,,,,
76,,,0.1,0.1,50.524644166075824,30.0,95.28112151556715,-257.8730882395381,93.32715418383083,-259.8338486424495,3.8312617726509774,1.0,Load Sensitivity (Std),,,1.3,144.24574509877124,,,,
77,,,0.1,0.1,50.524159126439095,30.0,95.28020681104366,-257.8851071588668,93.32715418383083,-259.8449225539284,3.827622606177279,1.0,Load Sensitivity (Std),,,1.4,144.2517279327448,,,,
78,,,0.1,0.1,,,,,,,,,Prod. Capture Rate (Expected),,,,,0.6,,,
79,,,0.1,0.1,,,,,,,,,Prod. Capture Rate (Expected),,,,,0.7,,,
80,,,0.1,0.1,40.41642492447779,30.0,76.21869204651662,-258.2177460061946,74.63834644488087,-259.8035740497056,2.5061563735132677,1.0,Prod. Capture Rate (Expected),,,,,0.8,0.4773170088297192,,
81,,,0.1,0.1,42.94347717689446,30.0,80.98429458984674,-258.12429421285435,79.31084207381932,-259.8035740497056,2.810195068092872,1.0,Prod. Capture Rate (Expected),,,,,0.85,0.5071062282019387,,
82,,,0.1,0.1,45.47046700072022,30.0,85.74977940318084,-258.0307673439976,83.98312459562166,-259.8035740497056,3.1319374895122487,1.0,Prod. Capture Rate (Expected),,,,,0.9,0.5368954475741582,,
83,,,0.1,0.1,47.99738596415272,30.0,90.51513058553442,-257.9371063788241,88.65513983131794,-259.8035740497056,3.4716126108835463,1.0,Prod. Capture Rate (Expected),,,,,0.95,0.5666846669463778,,
84,,,0.1,0.1,50.52430469357419,30.0,95.2804813265819,-257.8434449708079,93.32715418383083,-259.8035740497056,3.8287733331065357,1.0,Prod. Capture Rate (Expected),,,,,1.0,0.5964738863185973,,
85,,,0.1,0.1,53.05103331846924,30.0,100.04547356193811,-257.7494238086951,97.99845152477289,-259.8035740497056,4.204890810996779,1.0,Prod. Capture Rate (Expected),,,,,1.05,0.6262631056908167,,
86,,,0.1,0.1,55.57762811290285,30.0,104.81021341518121,-257.6551493856123,102.6692440991471,-259.8035740497056,4.599711283634746,1.0,Prod. Capture Rate (Expected),,,,,1.1,0.6560523250630362,,
87,,,0.1,0.1,58.10400289011306,30.0,109.5745383523345,-257.5606150122759,107.33935280653411,-259.8035740497056,5.013429620285286,1.0,Prod. Capture Rate (Expected),,,,,1.15,0.6858415444352558,,
88,,,0.1,0.1,60.63025148997266,30.0,114.33862533987572,-257.4659189255077,112.00915762415853,-259.8035740497056,5.445492142299877,1.0,Prod. Capture Rate (Expected),,,,,1.2,0.7156307638074754,,
89,,,0.1,0.1,65.68248059747151,30.0,123.86629373737631,-257.2771866569133,121.34874845862404,-259.8035740497056,6.360294653023613,1.0,Prod. Capture Rate (Expected),,,,,1.3,0.7752092025519144,,
90,,,0.1,0.1,70.73432200245256,30.0,133.39323099205896,-257.08925687150685,130.6883392930895,-259.8035740497056,7.341934003680025,1.0,Prod. Capture Rate (Expected),,,,,1.4,0.8347876412963534,,
91,,,0.1,0.1,50.51908926257598,29.99999988951169,95.27064588632189,-153.96597745152673,93.32715418383083,-155.91616101802313,3.7901655798201856,0.9999999963170564,Load. Capture Rate (Expected),,,,,,,0.6,0.6248006030020277
92,,,0.1,0.1,50.521483402834306,30.0,95.27516083892178,-179.93095656002785,93.32715418383083,-181.88589990680566,3.808242649848949,1.0,Load. Capture Rate (Expected),,,,,,,0.7,0.7289080694909512
93,,,0.1,0.1,50.52266093467045,30.0,95.27738146918686,-205.8994858172681,93.32715418383083,-207.85657097172447,3.816760867986035,1.0,Load. Capture Rate (Expected),,,,,,,0.8,0.8330155359798745
94,,,0.1,0.1,50.52323482112932,30.0,95.2784637241206,-218.88466217458347,93.32715418383083,-220.84290212967215,3.821132306541165,1.0,Load. Capture Rate (Expected),,,,,,,0.85,0.8850692692243364
95,,,0.1,0.1,50.52371259451905,30.0,95.27936472570417,-231.87050586162974,93.32715418383083,-233.829627323349,3.8246175703786567,1.0,Load. Capture Rate (Expected),,,,,,,0.9,0.9371230024687982
96,,,0.1,0.1,50.524118932177075,30.0,95.28013101131408,-244.85673093444913,93.32715418383083,-246.8165084819776,3.827400137345047,1.0,Load. Capture Rate (Expected),,,,,,,0.95,0.9891767357132598
97,,,0.1,0.1,50.52430469357419,30.0,95.2804813265819,-257.8434449708079,93.32715418383083,-259.8035740497056,3.8287733331065357,1.0,Load. Capture Rate (Expected),,,,,,,1.0,1.0412304689577219
98,,,0.1,0.1,50.524553767140375,30.0,95.28095103812797,-270.83030571812316,93.32715418383083,-272.7908805785579,3.8305649949314597,1.0,Load. Capture Rate (Expected),,,,,,,1.05,1.0932842022021831
99,,,0.1,0.1,50.52475297530361,30.0,95.28132671177241,-283.81723743643124,93.32715418383083,-285.7781892704159,3.832038202589492,1.0,Load. Capture Rate (Expected),,,,,,,1.1,1.145337935446645
100,,,0.1,0.1,50.524961631856385,30.0,95.28172020351666,-296.804187034653,93.32715418383083,-298.765533725371,3.8335815945005733,1.0,Load. Capture Rate (Expected),,,,,,,1.15,1.1973916686911066
101,,,0.1,0.1,50.52516483315296,29.999999938357934,95.28210340747509,-309.791135637742,93.32715418383083,-311.7528781803261,3.835107060614691,0.9999999979452645,Load. Capture Rate (Expected),,,,,,,1.2,1.2494454019355685
102,,,0.1,0.1,50.52554473771712,30.0,95.28281984471731,-335.7654808766057,93.32715418383083,-337.72794235804383,3.8379185300609837,1.0,Load. Capture Rate (Expected),,,,,,,1.3,1.353552868424492
103,,,0.1,0.1,50.525927711380874,30.0,95.2835420696987,-361.73983192724415,93.32715418383083,-363.7030181435369,3.840753731257896,1.0,Load. Capture Rate (Expected),,,,,,,1.4,1.4576603349134152
104,0.6,,0.1,0.5,,,,,,,,,Price Sensitivity (Expected),,,,,,,,
105,0.7,0.06029906054826937,0.1,0.5,40.000000002113424,29.999999961786884,75.43338351349942,-204.75418184437467,64.7593496535957,-206.4383055864208,17.976393846868095,0.9999999987262295,Price Sensitivity (Expected),,,,,,,,
106,0.8,0.06876123472390708,0.1,0.5,42.663302750593225,29.999999962808122,80.45593196080189,-225.6892547680559,74.28368986663465,-231.87913854373684,38.20546119826087,0.9999999987602707,Price Sensitivity (Expected),,,,,,,,
107,0.85,0.07299232181172596,0.1,0.5,45.18712712324852,29.999999962764953,85.21544725682139,-238.4117738309663,79.04530179234231,-244.59955502239484,38.179510053481756,0.9999999987588317,Price Sensitivity (Expected),,,,,,,,
108,0.9,0.07722340889954481,0.1,0.5,47.71090174869572,29.99999996272042,89.97486873783511,-251.13419881071928,83.80661451119275,-257.32008338875505,38.15610869399092,0.9999999987573474,Price Sensitivity (Expected),,,,,,,,
109,0.95,0.08145449598736366,0.1,0.5,50.234549446403086,29.999999962674227,94.73405085412693,-263.85638374157315,88.5674349959431,-270.04062529448015,38.13584203099569,0.9999999987558076,Price Sensitivity (Expected),,,,,,,,
110,1.0,0.08568558307518252,0.1,0.5,52.757906661374655,29.999999962624564,99.49268516802856,-276.5780193042508,93.32715418383083,-282.76117290436883,38.12242510158147,0.9999999987541521,Price Sensitivity (Expected),,,,,,,,
111,1.05,0.08991667016300138,0.1,0.5,55.28149150677786,29.999999962575888,104.25174875527105,-289.3000853672637,98.08632377820584,-295.483132686182,38.121114374434896,0.9999999987525297,Price Sensitivity (Expected),,,,,,,,
112,1.1,0.09414775725082024,0.1,0.5,57.805284472724395,29.999999962514217,109.01120482343023,-302.0225450330283,102.8453588977809,-308.2060145134918,38.12632010249315,0.9999999987504739,Price Sensitivity (Expected),,,,,,,,
113,1.15,0.09837884433863911,0.1,0.5,60.32923107385487,29.999999962252662,113.77095062210454,-314.74543668616184,107.60389354553206,-320.9299837165226,38.14045452898163,0.9999999987417554,Price Sensitivity (Expected),,,,,,,,
114,1.2,0.10260993142645797,0.1,0.5,62.852543418990464,29.999999961886434,118.5295003188726,-327.4695398437641,112.36208876208902,-333.6550445014427,38.14855291030586,0.9999999987295478,Price Sensitivity (Expected),,,,,,,,
115,1.3,0.11107210560209568,0.1,0.5,67.8993805666488,29.99999996164222,128.0470003719666,-352.9252266472402,121.87709612393208,-359.111383976189,38.16799838289109,0.9999999987214073,Price Sensitivity (Expected),,,,,,,,
116,1.4,0.11953427977773338,0.1,0.5,72.94623712509272,29.999999961479627,137.56453703060293,-378.38191742352194,131.39001767801733,-384.5727020485175,38.225119474724494,0.9999999987159875,Price Sensitivity (Expected),,,,,,,,
117,0.6,0.08526004654766038,0.1,0.5,51.84082175514426,29.999999960380766,97.7632147336104,-267.75781229755444,94.04913960625927,-271.4822711363166,13.832919935889691,0.9999999986793588,Price Sensitivity (Expected),,,,,,,,
118,0.7,0.08536643067954093,0.1,0.5,52.07161046710003,29.999999961430696,98.19844406868712,-269.95844053717855,93.87511058488585,-274.2931628030537,18.740449915036955,0.9999999987143565,Price Sensitivity (Expected),,,,,,,,
119,0.8,0.08547281481142145,0.1,0.5,52.30060792888838,29.999999961720377,98.63029540218969,-272.15721401079577,93.6958713342922,-277.1046366004522,24.412681100460286,0.9999999987240126,Price Sensitivity (Expected),,,,,,,,
120,0.85,0.08552600687736173,0.1,0.5,52.41527247879083,29.99999996204388,98.84653377618632,-273.258943369556,93.60464246338417,-278.5166688149875,27.56042533750623,0.9999999987347961,Price Sensitivity (Expected),,,,,,,,
121,0.9,0.085579198943302,0.1,0.5,52.52953818040302,29.999999962499572,99.06201998830417,-274.36482702346854,93.51253625892396,-279.9301725890578,30.884794664615967,0.9999999987499857,Price Sensitivity (Expected),,,,,,,,
122,0.95,0.08563239100924226,0.1,0.5,52.64360835086954,29.99999996257268,99.27713746097979,-275.47120743179994,93.41996602485513,-281.3451201432383,34.40451375172642,0.9999999987524226,Price Sensitivity (Expected),,,,,,,,
123,1.0,0.08568558307518252,0.1,0.5,52.757906661374655,29.999999962624564,99.49268516802856,-276.5780193042508,93.32715418383083,-282.76117290436883,38.12242510158147,0.9999999987541521,Price Sensitivity (Expected),,,,,,,,
124,1.05,0.08573877514112278,0.1,0.5,52.8724484350147,29.999999962671907,99.70869200627754,-277.68529162023924,93.23380677787841,-284.1786836544903,42.04396816477695,0.9999999987557302,Price Sensitivity (Expected),,,,,,,,
125,1.1,0.08579196720706306,0.1,0.5,52.98674263192405,29.999999962712252,99.92423195576481,-278.79209571295587,93.13951990311705,-285.5962001087755,46.1638891017912,0.999999998757075,Price Sensitivity (Expected),,,,,,,,
126,1.15,0.08584515927300333,0.1,0.5,53.10090756674419,29.999999962747715,100.13952813833336,-279.8986553419936,93.04474549267624,-287.0137165630607,50.47981287401477,0.9999999987582572,Price Sensitivity (Expected),,,,,,,,
127,1.2,0.0858983513389436,0.1,0.5,53.215022796534505,29.999999962779352,100.35473058543744,-281.0051209676425,92.94971738052772,-288.4312994354106,54.990949615839206,0.9999999987593118,Price Sensitivity (Expected),,,,,,,,
128,1.3,0.08600473547082413,0.1,0.5,53.443217686122196,29.999999962834472,100.78506840052252,-283.21798494808485,92.75944551773135,-291.26654692393146,64.59472316691745,0.9999999987611491,Price Sensitivity (Expected),,,,,,,,
129,1.4,0.08611111960270466,0.1,0.5,53.6709026584659,29.99999996287954,101.2144445960326,-285.4304218954672,92.56804306349107,-294.10179441245236,74.97616862009912,0.9999999987626513,Price Sensitivity (Expected),,,,,,,,
130,,,0.1,0.5,52.85721479112793,29.999999964362026,59.66291478471636,-279.05349758606593,55.976087727618626,-282.76117290436883,13.669557682452586,0.9999999988120675,Production (Expected),0.6,56.80700928544175,,,,,,
131,,,0.1,0.5,52.83132232979772,29.999999963843038,69.63305012288734,-278.42317127844433,65.31459113858573,-282.76117290436883,18.73348209538869,0.999999998794768,Production (Expected),0.7,66.27048774565624,,,,,,
132,,,0.1,0.5,52.805265499044395,29.999999963252673,79.59313639776133,-277.80277744932994,74.65258208470141,-282.76117290436883,24.497222051249125,0.999999998775089,Production (Expected),0.8,75.73396620587074,,,,,,
133,,,0.1,0.5,52.79298647390632,29.999999962846516,84.5706811822137,-277.49431916041794,79.32126546949083,-282.76117290436883,27.64790480010912,0.9999999987615505,Production (Expected),0.85,80.46570543597798,,,,,,
134,,,0.1,0.5,52.780571457058336,29.999999962693582,89.54567120212045,-277.1881844737329,83.98992994373971,-282.76117290436883,30.962081756562466,0.9999999987564527,Production (Expected),0.9,85.19744466608525,,,,,,
